-0.00209, -12.00434, -0.04966, 
-0.00180, -12.00472, -0.05255, 
-0.00141, -12.00504, -0.05486, 
-0.00093, -12.00528, -0.05652, 
-0.00041, -12.00542, -0.05745, 
0.00014, -12.00544, -0.05764, 
0.00068, -12.00536, -0.05708, 
0.00118, -12.00517, -0.05578, 
0.00161, -12.00489, -0.05378, 
0.00196, -12.00454, -0.05117, 
0.00220, -12.00413, -0.04803, 
0.00232, -12.00371, -0.04445, 
0.00233, -12.00329, -0.04057, 
0.00222, -12.00288, -0.03649, 
0.00204, -12.00252, -0.03235, 
0.00180, -12.00220, -0.02825, 
0.00154, -12.00195, -0.02431, 
0.00130, -12.00175, -0.02059, 
0.00261, -12.00175, -0.02037, 
0.00182, -12.00151, -0.01423, 
0.00122, -12.00144, -0.00938, 
0.00079, -12.00146, -0.00583, 
0.00078, -12.00142, -0.00308, 
0.00093, -12.00056, -0.00093, 
-0.00119, -11.99920, -0.00126, 
-0.00115, -11.99872, -0.00221, 
-0.00070, -11.99819, -0.00317, 
-0.00011, -11.99778, -0.00430, 
0.00022, -11.99758, -0.00538, 
0.00020, -11.99746, -0.00617, 
0.00004, -11.99740, -0.00653, 
-0.00013, -11.99742, -0.00641, 
-0.00024, -11.99751, -0.00582, 
-0.00011, -11.99766, -0.00486, 
0.00039, -11.99795, -0.00373, 
0.00097, -11.99847, -0.00267, 
0.00124, -11.99895, -0.00177, 
0.00050, -11.99966, -0.00055, 
-0.00049, -12.00153, -0.00261, 
-0.00063, -12.00149, -0.00452, 
-0.00099, -12.00144, -0.00745, 
-0.00150, -12.00146, -0.01165, 
-0.00219, -12.00161, -0.01714, 
-0.00302, -12.00194, -0.02386, 
-0.00394, -12.00252, -0.03165, 
-0.00486, -12.00338, -0.04029, 
-0.00569, -12.00451, -0.04952, 
-0.00632, -12.00589, -0.05900, 
-0.00667, -12.00746, -0.06840, 
-0.00667, -12.00913, -0.07736, 
-0.00628, -12.01079, -0.08553, 
-0.00550, -12.01233, -0.09261, 
-0.00436, -12.01364, -0.09831, 
-0.00293, -12.01462, -0.10241, 
-0.00129, -12.01519, -0.10474, 
0.00043, -12.01530, -0.10521, 
0.00213, -12.01496, -0.10380, 
0.00368, -12.01418, -0.10058, 
0.00497, -12.01302, -0.09565, 
0.00594, -12.01158, -0.08923, 
0.00652, -12.00997, -0.08156, 
0.00671, -12.00829, -0.07295, 
0.00653, -12.00666, -0.06373, 
0.00603, -12.00518, -0.05425, 
0.00529, -12.00391, -0.04485, 
0.00441, -12.00292, -0.03588, 
0.00348, -12.00220, -0.02763, 
0.00257, -12.00174, -0.02033, 
0.00387, -12.00175, -0.01995, 
0.00234, -12.00145, -0.01195, 
0.00136, -12.00143, -0.00638, 
0.00124, -12.00136, -0.00300, 
0.00133, -11.99867, -0.00150, 
0.00086, -11.99792, -0.00328, 
0.00106, -11.99736, -0.00649, 
0.00140, -11.99663, -0.01056, 
0.00161, -11.99571, -0.01514, 
0.00160, -11.99473, -0.01962, 
0.00133, -11.99385, -0.02343, 
0.00083, -11.99321, -0.02610, 
0.00017, -11.99291, -0.02731, 
-0.00051, -11.99301, -0.02690, 
-0.00110, -11.99349, -0.02493, 
-0.00149, -11.99427, -0.02164, 
-0.00163, -11.99522, -0.01743, 
-0.00153, -11.99619, -0.01282, 
-0.00124, -11.99702, -0.00842, 
-0.00088, -11.99764, -0.00482, 
-0.00074, -11.99804, -0.00242, 
-0.00102, -12.00141, -0.00235, 
-0.00112, -12.00145, -0.00449, 
-0.00178, -12.00142, -0.00886, 
-0.00303, -12.00155, -0.01564, 
-0.00473, -12.00205, -0.02477, 
-0.00674, -12.00308, -0.03598, 
-0.00885, -12.00473, -0.04888, 
-0.01082, -12.00705, -0.06298, 
-0.01243, -12.00998, -0.07772, 
-0.01344, -12.01339, -0.09249, 
-0.01369, -12.01710, -0.10669, 
-0.01307, -12.02084, -0.11974, 
-0.01156, -12.02435, -0.13107, 
-0.00923, -12.02735, -0.14023, 
-0.00622, -12.02961, -0.14682, 
-0.00275, -12.03092, -0.15057, 
0.00092, -12.03119, -0.15133, 
0.00453, -12.03039, -0.14906, 
0.00780, -12.02859, -0.14386, 
0.01049, -12.02593, -0.13595, 
0.01242, -12.02264, -0.12565, 
0.01349, -12.01898, -0.11340, 
0.01367, -12.01523, -0.09970, 
0.01302, -12.01164, -0.08514, 
0.01168, -12.00844, -0.07031, 
0.00987, -12.00581, -0.05582, 
0.00779, -12.00382, -0.04225, 
0.00571, -12.00249, -0.03014, 
0.00379, -12.00174, -0.01990, 
0.00508, -12.00175, -0.01936, 
0.00282, -12.00139, -0.01044, 
0.00171, -12.00136, -0.00492, 
0.00224, -11.99978, -0.00221, 
0.00121, -11.99772, -0.00420, 
0.00167, -11.99687, -0.00879, 
0.00268, -11.99541, -0.01558, 
0.00362, -11.99336, -0.02387, 
0.00416, -11.99091, -0.03272, 
0.00410, -11.98838, -0.04113, 
0.00339, -11.98612, -0.04817, 
0.00209, -11.98448, -0.05306, 
0.00044, -11.98373, -0.05525, 
-0.00130, -11.98398, -0.05451, 
-0.00280, -11.98520, -0.05092, 
-0.00383, -11.98719, -0.04487, 
-0.00421, -11.98963, -0.03704, 
-0.00395, -11.99217, -0.02828, 
-0.00318, -11.99445, -0.01959, 
-0.00216, -11.99622, -0.01194, 
-0.00128, -11.99735, -0.00621, 
-0.00148, -11.99814, -0.00279, 
-0.00180, -12.00115, -0.00324, 
-0.00209, -12.00137, -0.00726, 
-0.00380, -12.00150, -0.01447, 
-0.00642, -12.00216, -0.02499, 
-0.00966, -12.00365, -0.03847, 
-0.01318, -12.00620, -0.05435, 
-0.01656, -12.00987, -0.07197, 
-0.01938, -12.01461, -0.09057, 
-0.02125, -12.02022, -0.10936, 
-0.02186, -12.02636, -0.12754, 
-0.02102, -12.03263, -0.14430, 
-0.01868, -12.03854, -0.15893, 
-0.01495, -12.04363, -0.17076, 
-0.01009, -12.04746, -0.17928, 
-0.00446, -12.04971, -0.18414, 
0.00150, -12.05017, -0.18512, 
0.00734, -12.04880, -0.18219, 
0.01264, -12.04573, -0.17546, 
0.01697, -12.04122, -0.16523, 
0.02003, -12.03566, -0.15192, 
0.02163, -12.02951, -0.13614, 
0.02173, -12.02325, -0.11858, 
0.02046, -12.01732, -0.09999, 
0.01807, -12.01211, -0.08119, 
0.01491, -12.00789, -0.06299, 
0.01141, -12.00479, -0.04615, 
0.00798, -12.00279, -0.03139, 
0.00494, -12.00174, -0.01931, 
0.00622, -12.00175, -0.01858, 
0.00343, -12.00132, -0.00970, 
0.00255, -12.00098, -0.00454, 
0.00243, -11.99845, -0.00344, 
0.00200, -11.99703, -0.00747, 
0.00342, -11.99542, -0.01452, 
0.00524, -11.99271, -0.02436, 
0.00681, -11.98901, -0.03603, 
0.00763, -11.98466, -0.04831, 
0.00738, -11.98018, -0.05989, 
0.00600, -11.97619, -0.06953, 
0.00366, -11.97329, -0.07619, 
0.00076, -11.97196, -0.07916, 
-0.00225, -11.97241, -0.07816, 
-0.00493, -11.97457, -0.07328, 
-0.00683, -11.97809, -0.06502, 
-0.00765, -11.98240, -0.05426, 
-0.00733, -11.98689, -0.04217, 
-0.00609, -11.99097, -0.03004, 
-0.00433, -11.99420, -0.01914, 
-0.00261, -11.99636, -0.01059, 
-0.00183, -11.99752, -0.00511, 
-0.00275, -11.99965, -0.00318, 
-0.00268, -12.00125, -0.00670, 
-0.00459, -12.00145, -0.01365, 
-0.00791, -12.00225, -0.02441, 
-0.01218, -12.00414, -0.03857, 
-0.01694, -12.00745, -0.05555, 
-0.02159, -12.01232, -0.07462, 
-0.02557, -12.01869, -0.09498, 
-0.02829, -12.02632, -0.11575, 
-0.02932, -12.03477, -0.13605, 
-0.02835, -12.04346, -0.15495, 
-0.02528, -12.05173, -0.17156, 
-0.02025, -12.05889, -0.18508, 
-0.01363, -12.06430, -0.19482, 
-0.00601, -12.06749, -0.20032, 
0.00201, -12.06814, -0.20142, 
0.00991, -12.06620, -0.19811, 
0.01711, -12.06185, -0.19046, 
0.02299, -12.05549, -0.17876, 
0.02708, -12.04769, -0.16359, 
0.02910, -12.03913, -0.14573, 
0.02905, -12.03048, -0.12602, 
0.02712, -12.02237, -0.10537, 
0.02370, -12.01533, -0.08469, 
0.01931, -12.00969, -0.06487, 
0.01454, -12.00561, -0.04675, 
0.00995, -12.00304, -0.03110, 
0.00598, -12.00173, -0.01856, 
0.00727, -12.00174, -0.01761, 
0.00435, -12.00118, -0.00965, 
0.00370, -12.00011, -0.00518, 
0.00313, -11.99771, -0.00548, 
0.00342, -11.99621, -0.01031, 
0.00536, -11.99390, -0.01846, 
0.00771, -11.99018, -0.02955, 
0.00968, -11.98515, -0.04259, 
0.01062, -11.97927, -0.05631, 
0.01008, -11.97323, -0.06927, 
0.00794, -11.96790, -0.08002, 
0.00455, -11.96412, -0.08727, 
0.00088, -11.96247, -0.09022, 
-0.00268, -11.96302, -0.08927, 
-0.00636, -11.96577, -0.08415, 
-0.00920, -11.97042, -0.07501, 
-0.01055, -11.97622, -0.06298, 
-0.01031, -11.98228, -0.04945, 
-0.00878, -11.98781, -0.03590, 
-0.00653, -11.99222, -0.02369, 
-0.00429, -11.99522, -0.01397, 
-0.00292, -11.99692, -0.00751, 
-0.00349, -11.99884, -0.00459, 
-0.00374, -12.00092, -0.00701, 
-0.00549, -12.00139, -0.01318, 
-0.00902, -12.00232, -0.02299, 
-0.01379, -12.00444, -0.03619, 
-0.01926, -12.00819, -0.05231, 
-0.02477, -12.01381, -0.07078, 
-0.02965, -12.02131, -0.09091, 
-0.03321, -12.03048, -0.11194, 
-0.03483, -12.04083, -0.13296, 
-0.03405, -12.05168, -0.15298, 
-0.03066, -12.06217, -0.17094, 
-0.02474, -12.07137, -0.18578, 
-0.01673, -12.07840, -0.19659, 
-0.00738, -12.08254, -0.20271, 
0.00247, -12.08339, -0.20394, 
0.01217, -12.08087, -0.20026, 
0.02095, -12.07521, -0.19174, 
0.02800, -12.06699, -0.17881, 
0.03269, -12.05702, -0.16228, 
0.03476, -12.04624, -0.14316, 
0.03429, -12.03554, -0.12251, 
0.03164, -12.02571, -0.10137, 
0.02734, -12.01734, -0.08068, 
0.02205, -12.01076, -0.06129, 
0.01648, -12.00609, -0.04392, 
0.01128, -12.00320, -0.02919, 
0.00688, -12.00172, -0.01767, 
0.00820, -12.00172, -0.01642, 
0.00578, -12.00087, -0.01018, 
0.00516, -11.99916, -0.00705, 
0.00469, -11.99704, -0.00806, 
0.00531, -11.99524, -0.01264, 
0.00716, -11.99255, -0.02024, 
0.00942, -11.98848, -0.03046, 
0.01133, -11.98305, -0.04251, 
0.01217, -11.97671, -0.05526, 
0.01146, -11.97022, -0.06743, 
0.00904, -11.96453, -0.07764, 
0.00526, -11.96060, -0.08465, 
0.00104, -11.95901, -0.08766, 
-0.00314, -11.95952, -0.08666, 
-0.00727, -11.96230, -0.08161, 
-0.01045, -11.96721, -0.07286, 
-0.01203, -11.97343, -0.06151, 
-0.01192, -11.97995, -0.04888, 
-0.01047, -11.98591, -0.03632, 
-0.00829, -11.99070, -0.02507, 
-0.00614, -11.99406, -0.01608, 
-0.00479, -11.99617, -0.00996, 
-0.00489, -11.99807, -0.00703, 
-0.00538, -12.00023, -0.00817, 
-0.00660, -12.00129, -0.01297, 
-0.00960, -12.00233, -0.02084, 
-0.01413, -12.00444, -0.03171, 
-0.01968, -12.00825, -0.04554, 
-0.02565, -12.01415, -0.06211, 
-0.03135, -12.02234, -0.08110, 
-0.03595, -12.03276, -0.10192, 
-0.03864, -12.04501, -0.12371, 
-0.03869, -12.05832, -0.14534, 
-0.03560, -12.07160, -0.16542, 
-0.02928, -12.08355, -0.18253, 
-0.02012, -12.09286, -0.19531, 
-0.00899, -12.09843, -0.20272, 
0.00302, -12.09958, -0.20422, 
0.01473, -12.09617, -0.19973, 
0.02501, -12.08861, -0.18953, 
0.03283, -12.07782, -0.17444, 
0.03755, -12.06504, -0.15566, 
0.03903, -12.05159, -0.13463, 
0.03759, -12.03870, -0.11276, 
0.03384, -12.02729, -0.09133, 
0.02858, -12.01796, -0.07134, 
0.02265, -12.01092, -0.05350, 
0.01681, -12.00610, -0.03827, 
0.01170, -12.00321, -0.02590, 
0.00757, -12.00168, -0.01664, 
0.00907, -12.00153, -0.01475, 
0.00777, -12.00012, -0.01115, 
0.00747, -11.99799, -0.01025, 
0.00753, -11.99612, -0.01183, 
0.00828, -11.99395, -0.01559, 
0.00953, -11.99102, -0.02142, 
0.01087, -11.98715, -0.02915, 
0.01194, -11.98238, -0.03832, 
0.01231, -11.97688, -0.04810, 
0.01148, -11.97113, -0.05752, 
0.00920, -11.96594, -0.06552, 
0.00560, -11.96214, -0.07116, 
0.00117, -11.96040, -0.07371, 
-0.00345, -11.96099, -0.07285, 
-0.00754, -11.96382, -0.06869, 
-0.01052, -11.96841, -0.06176, 
-0.01207, -11.97399, -0.05292, 
-0.01224, -11.97970, -0.04319, 
-0.01146, -11.98487, -0.03360, 
-0.01021, -11.98920, -0.02507, 
-0.00887, -11.99259, -0.01825, 
-0.00782, -11.99510, -0.01345, 
-0.00742, -11.99705, -0.01076, 
-0.00763, -11.99899, -0.01034, 
-0.00795, -12.00105, -0.01279, 
-0.00949, -12.00225, -0.01811, 
-0.01315, -12.00412, -0.02593, 
-0.01842, -12.00774, -0.03697, 
-0.02489, -12.01376, -0.05174, 
-0.03189, -12.02274, -0.07035, 
-0.03845, -12.03496, -0.09248, 
-0.04332, -12.05017, -0.11721, 
-0.04521, -12.06752, -0.14307, 
-0.04309, -12.08551, -0.16810, 
-0.03647, -12.10218, -0.19013, 
-0.02562, -12.11544, -0.20702, 
-0.01160, -12.12349, -0.21703, 
0.00391, -12.12516, -0.21909, 
0.01892, -12.12021, -0.21297, 
0.03153, -12.10936, -0.19934, 
0.04035, -12.09414, -0.17963, 
0.04470, -12.07655, -0.15582, 
0.04471, -12.05866, -0.13011, 
0.04118, -12.04223, -0.10460, 
0.03530, -12.02844, -0.08102, 
0.02838, -12.01785, -0.06057, 
0.02154, -12.01041, -0.04387, 
0.01561, -12.00567, -0.03101, 
0.01109, -12.00301, -0.02167, 
0.00794, -12.00156, -0.01553, 
0.00972, -11.99991, -0.01252, 
0.01011, -11.99831, -0.01290, 
0.01118, -11.99649, -0.01500, 
0.01231, -11.99435, -0.01783, 
0.01334, -11.99166, -0.02126, 
0.01402, -11.98842, -0.02524, 
0.01417, -11.98467, -0.02981, 
0.01366, -11.98063, -0.03495, 
0.01245, -11.97665, -0.04053, 
0.01070, -11.97290, -0.04622, 
0.00832, -11.96938, -0.05122, 
0.00502, -11.96663, -0.05471, 
0.00104, -11.96533, -0.05628, 
-0.00309, -11.96577, -0.05575, 
-0.00678, -11.96786, -0.05319, 
-0.00961, -11.97109, -0.04887, 
-0.01163, -11.97476, -0.04340, 
-0.01313, -11.97861, -0.03770, 
-0.01400, -11.98267, -0.03231, 
-0.01417, -11.98659, -0.02745, 
-0.01374, -11.99011, -0.02318, 
-0.01286, -11.99308, -0.01948, 
-0.01174, -11.99548, -0.01633, 
-0.01066, -11.99742, -0.01385, 
-0.00898, -11.99925, -0.01227, 
-0.00830, -12.00154, -0.01509, 
-0.01118, -12.00357, -0.01983, 
-0.01644, -12.00710, -0.02877, 
-0.02431, -12.01358, -0.04337, 
-0.03419, -12.02430, -0.06428, 
-0.04465, -12.04016, -0.09131, 
-0.05358, -12.06117, -0.12329, 
-0.05866, -12.08623, -0.15805, 
-0.05790, -12.11307, -0.19259, 
-0.05022, -12.13851, -0.22351, 
-0.03585, -12.15906, -0.24748, 
-0.01637, -12.17163, -0.26177, 
0.00553, -12.17426, -0.26472, 
0.02660, -12.16650, -0.25597, 
0.04381, -12.14961, -0.23655, 
0.05495, -12.12619, -0.20872, 
0.05910, -12.09961, -0.17555, 
0.05674, -12.07331, -0.14049, 
0.04945, -12.05006, -0.10679, 
0.03947, -12.03156, -0.07707, 
0.02907, -12.01834, -0.05303, 
0.02006, -12.00988, -0.03531, 
0.01348, -12.00505, -0.02366, 
0.00949, -12.00247, -0.01710, 
0.00782, -12.00098, -0.01446, 
0.00960, -11.99843, -0.01203, 
0.01285, -11.99695, -0.01594, 
0.01693, -11.99462, -0.02132, 
0.02017, -11.99116, -0.02680, 
0.02206, -11.98705, -0.03148, 
0.02244, -11.98279, -0.03507, 
0.02147, -11.97871, -0.03770, 
0.01941, -11.97500, -0.03966, 
0.01642, -11.97180, -0.04121, 
0.01275, -11.96934, -0.04259, 
0.00884, -11.96769, -0.04387, 
0.00497, -11.96656, -0.04483, 
0.00100, -11.96602, -0.04527, 
-0.00300, -11.96620, -0.04512, 
-0.00691, -11.96706, -0.04441, 
-0.01079, -11.96842, -0.04325, 
-0.01465, -11.97047, -0.04191, 
-0.01802, -11.97333, -0.04047, 
-0.02056, -11.97681, -0.03874, 
-0.02211, -11.98071, -0.03649, 
-0.02243, -11.98491, -0.03341, 
-0.02130, -11.98915, -0.02927, 
-0.01869, -11.99300, -0.02412, 
-0.01496, -11.99595, -0.01853, 
-0.01051, -11.99772, -0.01387, 
-0.00721, -12.00013, -0.01219, 
-0.00887, -12.00301, -0.01438, 
-0.01522, -12.00682, -0.02294, 
-0.02654, -12.01469, -0.04034, 
-0.04207, -12.02930, -0.06761, 
-0.05941, -12.05243, -0.10451, 
-0.07503, -12.08439, -0.14921, 
-0.08495, -12.12347, -0.19843, 
-0.08573, -12.16596, -0.24771, 
-0.07545, -12.20662, -0.29201, 
-0.05434, -12.23964, -0.32643, 
-0.02493, -12.25991, -0.34700, 
0.00842, -12.26414, -0.35124, 
0.04043, -12.25163, -0.33864, 
0.06615, -12.22443, -0.31073, 
0.08202, -12.18688, -0.27080, 
0.08665, -12.14459, -0.22337, 
0.08094, -12.10322, -0.17351, 
0.06768, -12.06736, -0.12605, 
0.05071, -12.03974, -0.08493, 
0.03389, -12.02102, -0.05272, 
0.02026, -12.01007, -0.03045, 
0.01144, -12.00461, -0.01766, 
0.00744, -12.00164, -0.01273, 
0.00792, -11.99963, -0.01330, 
0.00951, -11.99829, -0.01097, 
0.01664, -11.99624, -0.01894, 
0.02514, -11.99221, -0.02891, 
0.03221, -11.98615, -0.03877, 
0.03643, -11.97895, -0.04685, 
0.03739, -11.97176, -0.05240, 
0.03544, -11.96548, -0.05546, 
0.03136, -11.96057, -0.05651, 
0.02599, -11.95710, -0.05626, 
0.02000, -11.95483, -0.05537, 
0.01382, -11.95347, -0.05437, 
0.00765, -11.95274, -0.05359, 
0.00153, -11.95247, -0.05323, 
-0.00458, -11.95256, -0.05335, 
-0.01073, -11.95304, -0.05394, 
-0.01692, -11.95406, -0.05486, 
-0.02304, -11.95583, -0.05586, 
-0.02879, -11.95867, -0.05651, 
-0.03361, -11.96284, -0.05619, 
-0.03674, -11.96847, -0.05422, 
-0.03731, -11.97529, -0.04995, 
-0.03472, -11.98262, -0.04310, 
-0.02897, -11.98939, -0.03399, 
-0.02094, -11.99451, -0.02380, 
-0.01256, -11.99747, -0.01467, 
-0.00618, -11.99962, -0.00947, 
-0.00695, -12.00271, -0.01029, 
-0.01633, -12.00725, -0.02087, 
-0.03412, -12.01826, -0.04455, 
-0.05909, -12.04020, -0.08249, 
-0.08728, -12.07596, -0.13408, 
-0.11293, -12.12593, -0.19658, 
-0.12960, -12.18732, -0.26528, 
-0.13183, -12.25418, -0.33390, 
-0.11655, -12.31816, -0.39547, 
-0.08415, -12.37011, -0.44325, 
-0.03864, -12.40200, -0.47174, 
0.01306, -12.40865, -0.47762, 
0.06265, -12.38897, -0.46017, 
0.10232, -12.34619, -0.42147, 
0.12644, -12.28710, -0.36601, 
0.13279, -12.22055, -0.30003, 
0.12277, -12.15550, -0.23052, 
0.10083, -12.09926, -0.16422, 
0.07311, -12.05626, -0.10670, 
0.04590, -12.02764, -0.06173, 
0.02418, -12.01163, -0.03097, 
0.01066, -12.00454, -0.01405, 
0.00539, -12.00098, -0.00894, 
0.00857, -11.99870, -0.01180, 
0.00929, -11.99827, -0.00961, 
0.02116, -11.99559, -0.02160, 
0.03582, -11.98922, -0.03704, 
0.04892, -11.97919, -0.05279, 
0.05769, -11.96685, -0.06637, 
0.06100, -11.95406, -0.07641, 
0.05909, -11.94255, -0.08263, 
0.05307, -11.93336, -0.08548, 
0.04435, -11.92683, -0.08586, 
0.03425, -11.92271, -0.08480, 
0.02366, -11.92041, -0.08324, 
0.01307, -11.91932, -0.08190, 
0.00260, -11.91895, -0.08125, 
-0.00782, -11.91906, -0.08147, 
-0.01835, -11.91975, -0.08251, 
-0.02897, -11.92137, -0.08404, 
-0.03941, -11.92450, -0.08545, 
-0.04896, -11.92977, -0.08591, 
-0.05650, -11.93763, -0.08442, 
-0.06064, -11.94806, -0.07998, 
-0.06004, -11.96039, -0.07187, 
-0.05395, -11.97320, -0.05996, 
-0.04277, -11.98460, -0.04506, 
-0.02845, -11.99290, -0.02908, 
-0.01451, -11.99733, -0.01503, 
-0.00467, -11.99966, -0.00695, 
-0.00621, -12.00281, -0.00786, 
-0.02089, -12.00874, -0.02288, 
-0.04882, -12.02525, -0.05567, 
-0.08759, -12.05868, -0.10738, 
-0.13093, -12.11306, -0.17686, 
-0.16996, -12.18871, -0.26027, 
-0.19509, -12.28121, -0.35128, 
-0.19824, -12.38149, -0.44168, 
-0.17504, -12.47713, -0.52243, 
-0.12624, -12.55459, -0.58489, 
-0.05794, -12.60205, -0.62209, 
0.01958, -12.61194, -0.62975, 
0.09396, -12.58267, -0.60699, 
0.15358, -12.51894, -0.55644, 
0.19001, -12.43074, -0.48382, 
0.19979, -12.33110, -0.39711, 
0.18483, -12.23332, -0.30530, 
0.15159, -12.14839, -0.21717, 
0.10920, -12.08313, -0.14008, 
0.06717, -12.03953, -0.07917, 
0.03325, -12.01524, -0.03693, 
0.01197, -12.00494, -0.01326, 
0.00358, -12.00071, -0.00603, 
0.00882, -11.99843, -0.01019, 
0.00888, -11.99827, -0.00819, 
0.02599, -11.99492, -0.02360, 
0.04835, -11.98578, -0.04456, 
0.06967, -11.97058, -0.06691, 
0.08541, -11.95103, -0.08732, 
0.09325, -11.92982, -0.10376, 
0.09294, -11.90963, -0.11543, 
0.08563, -11.89241, -0.12256, 
0.07322, -11.87911, -0.12602, 
0.05763, -11.86979, -0.12699, 
0.04041, -11.86388, -0.12662, 
0.02254, -11.86062, -0.12589, 
0.00451, -11.85936, -0.12546, 
-0.01354, -11.85977, -0.12561, 
-0.03152, -11.86197, -0.12625, 
-0.04915, -11.86645, -0.12690, 
-0.06571, -11.87398, -0.12674, 
-0.07994, -11.88525, -0.12468, 
-0.09005, -11.90056, -0.11952, 
-0.09407, -11.91945, -0.11020, 
-0.09038, -11.94045, -0.09612, 
-0.07843, -11.96119, -0.07752, 
-0.05947, -11.97887, -0.05580, 
-0.03694, -11.99115, -0.03366, 
-0.01633, -11.99721, -0.01496, 
-0.00305, -11.99992, -0.00480, 
-0.00698, -12.00311, -0.00710, 
-0.02934, -12.01152, -0.02802, 
-0.07087, -12.03586, -0.07109, 
-0.12724, -12.08451, -0.13737, 
-0.18919, -12.16272, -0.22504, 
-0.24413, -12.27047, -0.32912, 
-0.27871, -12.40121, -0.44173, 
-0.28195, -12.54211, -0.55288, 
-0.24812, -12.67588, -0.65171, 
-0.17853, -12.78389, -0.72790, 
-0.08183, -12.84994, -0.77318, 
0.02764, -12.86369, -0.78250, 
0.13278, -12.82297, -0.75481, 
0.21742, -12.73422, -0.69321, 
0.26976, -12.61106, -0.60451, 
0.28476, -12.47140, -0.49816, 
0.26475, -12.33363, -0.38494, 
0.21839, -12.21316, -0.27546, 
0.15826, -12.11978, -0.17877, 
0.09768, -12.05672, -0.10137, 
0.04785, -12.02113, -0.04666, 
0.01574, -12.00592, -0.01495, 
0.00227, -12.00052, -0.00408, 
0.00869, -11.99833, -0.00857, 
0.00827, -11.99827, -0.00678, 
0.03059, -11.99431, -0.02456, 
0.06145, -11.98223, -0.05016, 
0.09247, -11.96114, -0.07859, 
0.11709, -11.93293, -0.10583, 
0.13145, -11.90107, -0.12919, 
0.13435, -11.86931, -0.14736, 
0.12673, -11.84069, -0.16018, 
0.11071, -11.81712, -0.16830, 
0.08878, -11.79929, -0.17283, 
0.06318, -11.78702, -0.17497, 
0.03561, -11.77970, -0.17577, 
0.00716, -11.77669, -0.17597, 
-0.02144, -11.77768, -0.17591, 
-0.04956, -11.78278, -0.17548, 
-0.07632, -11.79249, -0.17412, 
-0.10033, -11.80748, -0.17094, 
-0.11961, -11.82821, -0.16476, 
